duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:01:40,200,3.1277164137363433,-186.426,87.426
0:03:12,400,2.1086182296276093,-176.712,77.712
0:04:32,600,1.314382575750351,-170.476,71.476
0:05:40,800,0.7830126535892487,-158.104,59.104
0:06:47,1000,0.48337935626506806,-157.172,58.172
0:07:55,1200,0.345038680434227,-88.188,55.988
0:08:45,1400,0.29256568871438504,54.82,42.98
0:09:35,1600,0.2583757305890322,50.902,43.298
0:10:26,1800,0.23469952158629895,39.742,44.458
0:11:22,2000,0.21608802787959575,36.144,44.856
0:12:14,2200,0.19558031015098096,36.056,44.944
0:13:05,2400,0.17990872777998448,34.202,45.198
0:13:58,2600,0.1672846221551299,25.048,46.352
0:15:02,2800,0.15287399142980576,-28.258,52.458
0:16:04,3000,0.14011929951608182,-45.258,54.658
0:17:08,3200,0.12986453030258416,-55.59,56.19
0:18:13,3400,0.1212869955599308,-62.878,57.478
0:19:25,3600,0.10984896302223206,-79.282,59.882
0:20:33,3800,0.10299285285174847,-79.908,60.508
0:21:39,4000,0.09648395830765366,-60.336,58.536
0:22:44,4200,0.09139087077230215,-53.344,57.944
0:23:53,4400,0.08509072897955776,-47.65,57.45
0:24:56,4600,0.08006878854706884,-45.54,57.34
0:26:01,4800,0.07704053414985537,-44.768,57.368
0:27:05,5000,0.07394953835755587,-39.38,56.78
0:28:15,5200,0.07105143558233977,-39.066,56.866
0:29:19,5400,0.06898165434598923,-36.95,56.75
0:30:23,5600,0.0664919300749898,-33.38,56.38
0:31:28,5800,0.062389421481639146,-33.52,56.52
0:32:36,6000,0.062251026974990964,-31.806,56.406
0:33:41,6200,0.058875494059175255,-29.644,56.244
0:34:48,6400,0.05735931253992021,-30.726,56.526
0:35:53,6600,0.056293280720710756,-27.128,56.128
0:37:01,6800,0.05500917029567063,-22.056,55.456
0:38:03,7000,0.05462540635839105,-20.382,55.382
0:39:03,7200,0.052020444618538025,-16.272,54.872
0:40:04,7400,0.05199903187341988,-16.444,55.044
0:41:07,7600,0.0507920366898179,-4.754,53.354
0:42:00,7800,0.04964687543921173,10.338,51.062
0:42:51,8000,0.048266347339376806,23.114,49.086
